league,team,team_logo,player_name,player_link,squad_status,team_logo_url,full_name,date_of_birth,place_of_birth,latitude,longitude,height,position_full
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Leon Bailey,https://en.wikipedia.org/wiki/Leon_Bailey,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Leon Patrick Bailey[1],(1997-08-09)9 August 1997(age 27)[2],"Kingston, Jamaica",17.97139,-76.79306,1.78 m (5 ft 10 in)[2],Right winger
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Jacob Ramsey,https://en.wikipedia.org/wiki/Jacob_Ramsey,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Jacob Matthew Ramsey[1],(2001-05-28)28 May 2001(age 23)[2],"Great Barr, Birmingham, England",52.548,-1.932,5 ft 11 in (1.80 m)[3],Attacking midfielder
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Boubacar Kamara,https://en.wikipedia.org/wiki/Boubacar_Kamara,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Boubacar Bernard Kamara[1],(1999-11-23)23 November 1999(age 24)[2],"Marseille, France",43.2964,5.37,1.84 m (6 ft 0 in)[2],Defensive midfielder
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Sil Swinkels,https://en.wikipedia.org/wiki/Sil_Swinkels,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Sil Laurentius Swinkels[1],(2004-01-06)6 January 2004(age 20),"Sint-Oedenrode, Netherlands",51.567,5.467,1.90 m (6 ft 3 in)[2],Defender
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Leander Dendoncker,https://en.wikipedia.org/wiki/Leander_Dendoncker,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Leander Dendoncker[1],(1995-04-15)15 April 1995(age 29)[2],"Passendale, Belgium",50.90083,3.0225,1.88 m (6 ft 2 in)[3],"Defensive midfielder,centre-back"
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Enzo Barrenechea,https://en.wikipedia.org/wiki/Enzo_Barrenechea,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Enzo Alan Tomás Barrenechea,(2001-05-22)22 May 2001(age 23),"Villa María, Argentina",-32.41028,-63.23139,1.86 m (6 ft 1 in),Defensive midfielder
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Samuel Iling-Junior,https://en.wikipedia.org/wiki/Samuel_Iling-Junior,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Samuel Iling-Junior[1],(2003-10-04)4 October 2003(age 20),"Islington, England",51.544,-0.1027,1.82 m (6 ft 0 in)[2],"Winger,wing-back"
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Finley Munroe,https://en.wikipedia.org/wiki/Finley_Munroe,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Finley Christopher Ryan Munroe[1],(2005-02-08)8 February 2005(age 19)[2],Not Listed,,,,Defender
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Àlex Moreno,https://en.wikipedia.org/wiki/%C3%80lex_Moreno,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Alexandre Moreno Lopera[1],(1993-06-08)8 June 1993(age 31)[1],"Sant Sadurní, Spain",41.42611,1.785,1.79 m (5 ft 10 in)[1],"Left-back,winger"
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Filip Marschall,https://en.wikipedia.org/wiki/Filip_Marschall,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Filip Marschall[1],(2003-04-24)24 April 2003(age 21),"Cambridge, England",52.205,0.1225,,Goalkeeper
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Philippe Coutinho,https://en.wikipedia.org/wiki/Philippe_Coutinho,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Philippe Coutinho Correia[1],(1992-06-12)12 June 1992(age 32)[2],"Rio de Janeiro, Brazil",-22.91111,-43.20556,1.72 m (5 ft 8 in)[3],"Attacking midfielder,winger"
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Lewis Dobbin,https://en.wikipedia.org/wiki/Lewis_Dobbin,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Lewis Norman Dobbin,(2003-01-03)3 January 2003(age 21)[1],"Stoke-on-Trent, England",53.0255,-2.1761,1.75 m (5 ft 9 in)[1],Winger
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Kaine Kesler-Hayden,https://en.wikipedia.org/wiki/Kaine_Kesler-Hayden,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Kaine Kesler-Hayden[1],(2002-10-23)23 October 2002(age 21),"Birmingham, England",52.48,-1.9025,1.75 m (5 ft 9 in)[2],"Full-back,right wing-back"
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Louie Barry,https://en.wikipedia.org/wiki/Louie_Barry,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Louie Mark Barry[1],(2003-06-21)21 June 2003(age 21)[2],"Sutton Coldfield, England",52.563,-1.822,,"Striker,winger"
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Tommi O'Reilly,https://en.wikipedia.org/wiki/Tommi_O%27Reilly,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Tommi Dylan Brooklyn O'Reilly,(2003-12-15)15 December 2003(age 20),"Birmingham, England",52.48,-1.9025,1.70 m (5 ft 7 in),Midfielder
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Josh Feeney,https://en.wikipedia.org/wiki/Josh_Feeney,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Joshua Feeney,(2005-05-06)6 May 2005(age 19),"Lancashire, England",53.8,-2.6,1.93 m (6 ft 4 in),Centre-back
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Lino Sousa,https://en.wikipedia.org/wiki/Lino_Sousa,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Lino Gonçalo da Cruz Sousa,(2005-01-19)19 January 2005(age 19),"Lisbon, Portugal",38.72528,-9.15,1.85 m (6 ft 1 in)[1],Left-back
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Oliwier Zych,https://en.wikipedia.org/wiki/Oliwier_Zych,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Oliwier Zych[1],(2004-06-28)28 June 2004(age 20),"Gdynia, Poland",54.5175,18.54,1.93 m (6 ft 4 in),Goalkeeper
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Kerr Smith,https://en.wikipedia.org/wiki/Kerr_Smith_(footballer),On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Kerr David Smith[1],(2004-12-12)12 December 2004(age 19),"Montrose, Scotland",56.708,-2.467,1.88 m (6 ft 2 in),Centre-back
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Ajani Burchall,https://en.wikipedia.org/wiki/Ajani_Burchall,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Ajani Alexander Edward Burchall[1],(2004-11-05)5 November 2004(age 19)[2],"Hamilton, Bermuda",32.29417,-64.78194,,Winger
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Rico Richards,https://en.wikipedia.org/wiki/Rico_Richards,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Rico Dean Scott Richards[1],(2003-09-27)27 September 2003(age 20),"West Bromwich, England[2]",52.519,-1.995,6 ft 0 in (1.82 m)[3],Midfielder
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Kadan Young,https://en.wikipedia.org/wiki/Kadan_Young,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Kadan Christophe Young[1],(2006-01-19)19 January 2006(age 18),"Erdington, England[2]",52.523611,-1.837778,,Winger
Premier League,Aston Villa,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,Rory Wilson,https://en.wikipedia.org/wiki/Rory_Wilson,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/150px-Aston_Villa_FC_new_crest.svg.png,,(2006-01-05)5 January 2006(age 18),"Girvan, Scotland",55.238,-4.856,,Forward
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Dean Huijsen,https://en.wikipedia.org/wiki/Dean_Huijsen,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Dean Donny Huijsen,(2005-04-14)14 April 2005(age 19),"Amsterdam,North Holland, Netherlands",52.37278,4.89361,1.97 m (6 ft 6 in),Centre-back
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Milos Kerkez,https://en.wikipedia.org/wiki/Milos_Kerkez,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Milos Kerkez[1],(2003-11-07)7 November 2003(age 20),"Vrbas,Serbia and Montenegro[2]",45.567,19.65,1.80 m (5 ft 11 in),"Left-back,left wing-back"
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Lewis Cook,"https://en.wikipedia.org/wiki/Lewis_Cook_(footballer,_born_1997)",First Team,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Lewis John Cook,(1997-02-03)3 February 1997(age 27),"York, England",53.96,-1.08,5 ft 9 in (1.75 m)[1],Defensive midfielder[2]
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Marcos Senesi,https://en.wikipedia.org/wiki/Marcos_Senesi,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Marcos Nicolás Senesi Barón[1],(1997-05-10)10 May 1997(age 27),"Concordia, Argentina",-31.4,-58.033,1.85 m (6 ft 1 in)[2],Centre-back
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,David Brooks,https://en.wikipedia.org/wiki/David_Brooks_(footballer),First Team,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,David Robert Brooks[1],(1997-07-08)8 July 1997(age 27)[2],"Warrington, England",53.39,-2.59,5 ft 8 in (1.73 m)[3],"Winger,Attacking Midfielder"
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Alex Scott,"https://en.wikipedia.org/wiki/Alex_Scott_(footballer,_born_2003)",First Team,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Alex Jay Scott[1],(2003-08-21)21 August 2003(age 21),"Guernsey,Channel Islands",49.45,-2.58,,Midfielder
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Evanilson,"https://en.wikipedia.org/wiki/Evanilson_(footballer,_born_1999)",First Team,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Francisco Evanilson de Lima Barbosa,(1999-10-06)6 October 1999(age 24),"Fortaleza, Brazil",-3.7275,-38.5275,1.83 m (6 ft 0 in)[1],Striker
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Ryan Christie,https://en.wikipedia.org/wiki/Ryan_Christie,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Ryan Christie[1],(1995-02-22)22 February 1995(age 29),"Inverness, Scotland",57.4778,-4.2247,1.78 m (5 ft 10 in),"Attacking midfielder,winger"
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Dango Ouattara,https://en.wikipedia.org/wiki/Dango_Ouattara,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Dango Aboubacar Faissal Ouattara[1],(2002-02-11)11 February 2002(age 22),"Ouagadougou, Burkina Faso",12.36861,-1.5275,1.77 m (5 ft 10 in),Winger/wing-back
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Tyler Adams,https://en.wikipedia.org/wiki/Tyler_Adams,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Tyler Shaan Adams[1],"(1999-02-14)February 14, 1999(age 25)","Wappinger, New York, United States",41.58611,-73.91694,5 ft 9 in (1.75 m)[2],Midfielder
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Kepa Arrizabalaga,https://en.wikipedia.org/wiki/Kepa_Arrizabalaga,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Kepa Arrizabalaga Revuelta[1],(1994-10-03)3 October 1994(age 29)[2],"Ondarroa, Spain",43.32194,-2.41944,1.88 m (6 ft 2 in)[3],Goalkeeper
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Adam Smith,"https://en.wikipedia.org/wiki/Adam_Smith_(footballer,_born_1991)",First Team,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Adam James Smith[1],(1991-04-29)29 April 1991(age 33)[2],"Leytonstone, London, England",51.569,0.01,5 ft 11 in (1.80 m)[2],Full-back
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Marcus Tavernier,https://en.wikipedia.org/wiki/Marcus_Tavernier,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Marcus Joseph Tavernier[1],(1999-03-22)22 March 1999(age 25)[2],"Leeds, England",53.7975,-1.54361,5 ft 10 in (1.77 m)[3],"Midfielder,winger[4]"
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Luis Sinisterra,https://en.wikipedia.org/wiki/Luis_Sinisterra,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Luis Fernando Sinisterra Lucumí[1],(1999-06-17)17 June 1999(age 25),"Santander de Quilichao, Colombia",3.017,-76.483,1.72 m (5 ft 8 in),"Winger,attacking midfielder"
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Justin Kluivert,https://en.wikipedia.org/wiki/Justin_Kluivert,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Justin Dean Kluivert[1],(1999-05-05)5 May 1999(age 25)[2],"Amsterdam, Netherlands",52.37278,4.89361,1.71 m (5 ft 7 in)[3],"Winger,forward"
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Julián Araujo,https://en.wikipedia.org/wiki/Juli%C3%A1n_Araujo,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Julián Vicente Araujo Zúñiga[1],(2001-08-13)13 August 2001(age 23),"Lompoc, United States",34.64611,-120.46028,1.76 m (5 ft 9 in)[2],Right-back
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,James Hill,"https://en.wikipedia.org/wiki/James_Hill_(footballer,_born_2002)",On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,James Clayton Hill[1],(2002-01-10)10 January 2002(age 22)[2],"Bristol, England[3]",51.45361,-2.5975,1.84 m (6 ft 0 in)[4],Centre-back
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Antoine Semenyo,https://en.wikipedia.org/wiki/Antoine_Semenyo,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Antoine Serlom Semenyo[1],(2000-01-07)7 January 2000(age 24)[2],"Chelsea, England[3]",51.4875,-0.1684,1.85 m (6 ft 1 in)[4],"Striker,winger,second striker"
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Enes Ünal,https://en.wikipedia.org/wiki/Enes_%C3%9Cnal,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Enes Ünal[1],(1997-05-10)10 May 1997(age 27),"Osmangazi,Turkey",40.19833,29.06,1.87 m (6 ft 2 in)[2],Forward
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Illya Zabarnyi,https://en.wikipedia.org/wiki/Illya_Zabarnyi,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Illia Borysovych Zabarnyi,(2002-09-01)1 September 2002(age 22)[1],"Kyiv, Ukraine",50.45,30.52333,1.89 m (6 ft 2 in)[1],Centre-back
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Philip Billing,https://en.wikipedia.org/wiki/Philip_Billing,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Philip Anyanwu Billing[1],(1996-06-11)11 June 1996(age 28)[2],"Esbjerg, Denmark",55.483,8.45,1.98 m (6 ft 6 in)[3],Midfielder
Premier League,Bournemouth,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Owen Bevan,https://en.wikipedia.org/wiki/Owen_Bevan,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/150px-AFC_Bournemouth_%282013%29.svg.png,Owen Lucas Bevan[1],(2003-10-26)26 October 2003(age 20),"Winchester, England",51.0632,-1.308,,Centre-back
